1968	mens-sprint	Bronze	FRA	Pierre Trentin	pierre-trentin-1	http://www.sports-reference.com/olympics/athletes/tr/pierre-trentin-1.html
1964	mens-sprint	Gold	ITA	Giovanni Pettenella	giovanni-pettenella-1	http://www.sports-reference.com/olympics/athletes/pe/giovanni-pettenella-1.html
1964	mens-sprint	Silver	ITA	Sergio Bianchetto	sergio-bianchetto-1	http://www.sports-reference.com/olympics/athletes/bi/sergio-bianchetto-1.html
1964	mens-sprint	Bronze	FRA	Daniel Morelon	daniel-morelon-1	http://www.sports-reference.com/olympics/athletes/mo/daniel-morelon-1.html
1960	mens-sprint	Gold	ITA	Sante Gaiardoni	sante-gaiardoni-1	http://www.sports-reference.com/olympics/athletes/ga/sante-gaiardoni-1.html
1960	mens-sprint	Silver	BEL	Leo Sterckx	leo-sterckx-1	http://www.sports-reference.com/olympics/athletes/st/leo-sterckx-1.html
1960	mens-sprint	Bronze	ITA	Valentino Gasparella	valentino-gasparella-1	http://www.sports-reference.com/olympics/athletes/ga/valentino-gasparella-1.html
1956	mens-sprint	Gold	FRA	Michel Rousseau	michel-rousseau-1	http://www.sports-reference.com/olympics/athletes/ro/michel-rousseau-1.html
1956	mens-sprint	Silver	ITA	Guglielmo Pesenti	guglielmo-pesenti-1	http://www.sports-reference.com/olympics/athletes/pe/guglielmo-pesenti-1.html
1956	mens-sprint	Bronze	AUS	Dick Ploog	dick-ploog-1	http://www.sports-reference.com/olympics/athletes/pl/dick-ploog-1.html
1952	mens-sprint	Gold	ITA	Enzo Sacchi	enzo-sacchi-1	http://www.sports-reference.com/olympics/athletes/sa/enzo-sacchi-1.html
1952	mens-sprint	Silver	AUS	Lionel Cox	lionel-cox-1	http://www.sports-reference.com/olympics/athletes/co/lionel-cox-1.html
1952	mens-sprint	Bronze	GER	Werner Potzernheim	werner-potzernheim-1	http://www.sports-reference.com/olympics/athletes/po/werner-potzernheim-1.html
1948	mens-sprint	Gold	ITA	Mario Ghella	mario-ghella-1	http://www.sports-reference.com/olympics/athletes/gh/mario-ghella-1.html
1948	mens-sprint	Silver	GBR	Reg Harris	reg-harris-1	http://www.sports-reference.com/olympics/athletes/ha/reg-harris-1.html
1948	mens-sprint	Bronze	DEN	Axel Schandorff	axel-schandorff-1	http://www.sports-reference.com/olympics/athletes/sc/axel-schandorff-1.html
1936	mens-sprint	Gold	GER	Toni Merkens	toni-merkens-1	http://www.sports-reference.com/olympics/athletes/me/toni-merkens-1.html
1936	mens-sprint	Silver	NED	Arie van Vliet	arie-van-vliet-1	http://www.sports-reference.com/olympics/athletes/va/arie-van-vliet-1.html
1936	mens-sprint	Bronze	FRA	Louis Chaillot	louis-chaillot-1	http://www.sports-reference.com/olympics/athletes/ch/louis-chaillot-1.html
